"","communication_channel","call_duration","call_frequency","previous_campaign_outcome","conversion_status","geoid","lead_source","update_me","quater_res","len_business"
"363","unidentified",196,2,"unidentified","not_converted","AL","Direct Traffic","N","2024 Q2",13
"364","unidentified",443,1,"unidentified","not_converted","NE","Direct Traffic","Y","2023 Q3",0
"366","unidentified",362,3,"unidentified","not_converted","WI","Olark Chat","Y","2024 Q1",0
"367","mobile",406,1,"unidentified","not_converted","TX","Google","Y","2024 Q2",0
"368","mobile",168,1,"unidentified","not_converted","TX","Olark Chat","N","2024 Q1",19
"369","mobile",122,1,"unsuccessful","not_converted","WI","Google","N","2024 Q1",9
"370","mobile",105,2,"unidentified","not_converted","OK","Direct Traffic","N","2024 Q1",0
"371","unidentified",329,1,"unidentified","not_converted","OR","Direct Traffic","Y","2023 Q2",0
"372","mobile",1070,1,"unidentified","not_converted","AR","Direct Traffic","N","2023 Q2",16
"373","mobile",114,1,"unidentified","not_converted","DE","Direct Traffic","Y","2023 Q3",5
"374","unidentified",133,1,"unidentified","not_converted","AL","Google","N","2023 Q3",0
"375","mobile",192,2,"unsuccessful","not_converted","NJ","Olark Chat","N","2024 Q1",14
"376","mobile",279,2,"unidentified","not_converted","CA","Google","N","2024 Q2",17
"377","mobile",265,1,"unidentified","not_converted","ME","Olark Chat","N","2024 Q2",13
"378","mobile",178,2,"unsuccessful","not_converted","RI","Direct Traffic","N","2023 Q3",0
"379","mobile",114,1,"unidentified","not_converted","TX","Google","Y","2024 Q1",16
"380","mobile",162,2,"unidentified","not_converted","RI","Google","Y","2024 Q1",14
"381","mobile",72,2,"unidentified","not_converted","ID","Organic Search","N","2023 Q2",13
"382","mobile",302,4,"unidentified","not_converted","TX","Olark Chat","N","2023 Q1",0
"383","mobile",126,2,"unidentified","not_converted","WY","Organic Search","N","2023 Q3",20
"384","mobile",371,2,"unidentified","not_converted","DE","Olark Chat","N","2024 Q2",0
"385","mobile",97,2,"unidentified","not_converted","TX","Organic Search","Y","2024 Q1",0
"386","mobile",92,1,"unidentified","not_converted","OK","Direct Traffic","Y","2023 Q1",9
"387","mobile",168,2,"unidentified","not_converted","OR","Google","N","2023 Q2",0
"389","mobile",124,1,"unidentified","not_converted","DE","Welingak Website","Y","2024 Q2",8
"391","mobile",141,3,"unidentified","not_converted","DE","Google","N","2024 Q2",1
"392","mobile",123,3,"unidentified","not_converted","MS","Direct Traffic","Y","2023 Q2",8
"393","mobile",423,3,"unidentified","not_converted","WY","Organic Search","N","2023 Q2",0
"394","unidentified",1277,2,"unidentified","not_converted","TN","Google","N","2023 Q3",0
"395","mobile",165,1,"unidentified","not_converted","WA","Organic Search","Y","2024 Q2",1
"396","mobile",36,33,"unidentified","not_converted","CA","Google","Y","2023 Q1",0
"397","mobile",316,2,"unsuccessful","not_converted","GA","Olark Chat","N","2023 Q1",9
"398","mobile",194,3,"unidentified","not_converted","NM","Google","N","2024 Q1",0
"399","mobile",438,1,"unidentified","not_converted","NM","Google","Y","2023 Q4",6
"400","mobile",78,1,"unidentified","not_converted","ID","Google","N","2023 Q1",14
"401","mobile",204,3,"unidentified","not_converted","WA","Direct Traffic","N","2024 Q2",3
"402","mobile",97,2,"other_outcome","not_converted","SD","Referral Sites","N","2024 Q1",0
"403","mobile",410,1,"other_outcome","converted","MS","Organic Search","Y","2023 Q1",5
"404","mobile",187,3,"unidentified","not_converted","MN","Google","Y","2023 Q4",0
"405","mobile",56,2,"unidentified","not_converted","CA","Direct Traffic","N","2024 Q1",0
"406","mobile",33,39,"unidentified","not_converted","WV","Google","N","2023 Q1",20
"407","mobile",112,3,"unidentified","not_converted","NH","Google","N","2024 Q2",0
"409","mobile",1130,2,"unidentified","converted","TX","Welingak Website","Y","2023 Q1",0
"410","mobile",143,2,"unidentified","not_converted","OH","Olark Chat","Y","2023 Q4",5
"411","mobile",230,6,"successful","not_converted","IN","Organic Search","N","2023 Q3",12
"412","mobile",47,7,"unidentified","not_converted","CO","Reference","N","2023 Q1",0
"413","unidentified",239,2,"unidentified","not_converted","MA","Olark Chat","N","2023 Q3",10
"414","unidentified",121,1,"unidentified","not_converted","MA","Reference","N","2023 Q3",14
"415","mobile",237,2,"other_outcome","not_converted","NE","Direct Traffic","N","2023 Q1",0
"416","unidentified",194,3,"unidentified","not_converted","TX","Google","N","2023 Q2",20
"418","unidentified",206,1,"unidentified","not_converted","NC","Google","N","2024 Q2",0
"419","mobile",129,4,"unidentified","not_converted","OK","Direct Traffic","N","2023 Q2",10
"420","mobile",369,1,"unidentified","not_converted","CA","Welingak Website","N","2023 Q4",18
"421","unidentified",312,1,"unidentified","converted","CA","Google","Y","2024 Q1",20
"422","mobile",142,2,"other_outcome","not_converted","ME","Google","Y","2024 Q1",4
"423","unidentified",20,19,"unidentified","not_converted","NC","Olark Chat","Y","2023 Q2",15
"424","mobile",43,1,"unidentified","not_converted","ND","Olark Chat","N","2023 Q1",14
"425","mobile",227,2,"unidentified","not_converted","SC","Google","Y","2024 Q2",11
"426","mobile",113,1,"successful","not_converted","TX","Olark Chat","N","2023 Q1",0
"427","mobile",291,1,"other_outcome","not_converted","AL","Direct Traffic","N","2024 Q1",6
"429","mobile",120,4,"unidentified","not_converted","MD","Direct Traffic","N","2023 Q2",7
"430","mobile",41,3,"unidentified","not_converted","CA","Direct Traffic","Y","2024 Q2",0
"431","mobile",90,6,"unsuccessful","not_converted","TN","Organic Search","N","2023 Q4",10
"432","mobile",149,1,"unidentified","not_converted","TX","Google","Y","2023 Q4",0
"433","mobile",11,5,"unidentified","not_converted","SD","Referral Sites","N","2023 Q3",10
"434","mobile",224,2,"unidentified","not_converted","MO","Olark Chat","N","2023 Q3",0
"436","mobile",283,3,"unidentified","not_converted","NE","Organic Search","Y","2023 Q1",3
"437","mobile",959,3,"successful","converted","OH","Google","Y","2024 Q2",10
"440","mobile",705,6,"unidentified","converted","MI","Google","N","2023 Q3",3
"441","mobile",325,1,"unidentified","not_converted","TX","Welingak Website","N","2023 Q3",10
"442","unidentified",478,2,"unidentified","not_converted","CA","Welingak Website","Y","2023 Q2",7
"443","unidentified",24,1,"unidentified","not_converted","SD","Google","N","2023 Q3",12
"444","mobile",282,4,"other_outcome","not_converted","ID","Direct Traffic","N","2023 Q3",0
"445","mobile",189,1,"unidentified","not_converted","TX","Olark Chat","N","2024 Q2",0
"446","mobile",401,1,"unidentified","not_converted","GA","Direct Traffic","N","2024 Q1",16
"447","mobile",820,4,"unidentified","converted","FL","Olark Chat","Y","2024 Q2",10
"448","mobile",189,3,"unidentified","not_converted","WY","Google","N","2023 Q2",19
"449","mobile",140,6,"other_outcome","not_converted","TX","google","N","2023 Q3",0
"450","unidentified",26,18,"unidentified","not_converted","MN","Direct Traffic","N","2023 Q3",15
"451","mobile",42,2,"unidentified","not_converted","TX","Google","N","2023 Q1",0
"452","unidentified",604,1,"unidentified","not_converted","CO","Welingak Website","N","2023 Q2",8
"453","landline",23,3,"unsuccessful","not_converted","VA","Reference","Y","2023 Q2",0
"454","unidentified",97,1,"unidentified","not_converted","AL","Organic Search","N","2023 Q4",4
"456","mobile",372,1,"unidentified","not_converted","AZ","Olark Chat","Y","2024 Q1",15
"457","mobile",11,4,"successful","not_converted","WV","Direct Traffic","N","2024 Q2",0
"458","mobile",75,1,"unsuccessful","not_converted","TX","Direct Traffic","Y","2024 Q2",15
"459","mobile",159,2,"unsuccessful","not_converted","TX","Referral Sites","Y","2024 Q1",14
"460","unidentified",16,28,"unidentified","not_converted","IA","Google","N","2023 Q2",0
"461","mobile",175,4,"unidentified","not_converted","MS","Google","N","2023 Q2",17
"462","mobile",259,1,"unidentified","not_converted","TX","Reference","N","2024 Q1",11
"464","mobile",314,6,"unidentified","not_converted","TX","Olark Chat","N","2023 Q2",16
"465","mobile",158,4,"unidentified","not_converted","TN","Reference","N","2023 Q2",8
"466","mobile",39,5,"other_outcome","not_converted","KS","Olark Chat","Y","2023 Q4",20
"467","mobile",342,1,"other_outcome","not_converted","IN","Google","Y","2023 Q1",0
"469","mobile",284,3,"successful","converted","RI","Direct Traffic","Y","2023 Q2",0
"470","mobile",77,9,"unidentified","not_converted","OK","Direct Traffic","N","2024 Q1",15
"471","mobile",343,2,"unidentified","not_converted","CA","Direct Traffic","Y","2024 Q2",0
"472","unidentified",149,8,"unidentified","not_converted","TX","Google","N","2023 Q1",4
"473","landline",178,2,"unidentified","not_converted","CO","Google","Y","2024 Q2",2
"474","landline",31,9,"other_outcome","not_converted","DE","Google","N","2023 Q1",0
"475","mobile",217,1,"other_outcome","not_converted","TX","Google","Y","2023 Q3",9
"477","mobile",237,1,"unidentified","not_converted","OK","Google","Y","2024 Q2",9
"478","mobile",623,3,"unidentified","not_converted","CT","Organic Search","N","2023 Q3",20
"479","mobile",192,1,"successful","converted","CA","Organic Search","Y","2023 Q1",10
"480","unidentified",278,2,"unidentified","not_converted","NV","Google","N","2024 Q2",13
"481","mobile",137,2,"unidentified","not_converted","AK","Google","Y","2023 Q4",3
"482","mobile",78,2,"unidentified","not_converted","WY","Olark Chat","N","2024 Q2",11
"483","mobile",561,1,"unidentified","not_converted","AK","Organic Search","N","2024 Q1",0
"484","mobile",110,1,"other_outcome","not_converted","AZ","Olark Chat","Y","2023 Q1",0
"485","unidentified",558,1,"unidentified","not_converted","TN","Reference","Y","2024 Q2",14
"486","mobile",85,6,"unidentified","not_converted","MO","Olark Chat","N","2024 Q1",0
"487","unidentified",607,2,"unidentified","not_converted","IA","Direct Traffic","Y","2023 Q1",0
"488","mobile",45,1,"unsuccessful","not_converted","ID","Direct Traffic","Y","2024 Q1",3
"489","mobile",153,1,"unidentified","not_converted","NH","Organic Search","N","2024 Q1",14
"490","mobile",1208,1,"unidentified","converted","DE","Organic Search","N","2023 Q3",7
"492","mobile",236,3,"unsuccessful","not_converted","TN","Olark Chat","N","2024 Q1",0
"493","mobile",204,10,"unidentified","not_converted","NJ","Google","N","2024 Q1",11
"494","mobile",217,1,"unidentified","not_converted","FL","Olark Chat","N","2024 Q1",12
"495","landline",77,2,"unidentified","not_converted","NV","Organic Search","N","2023 Q2",5
"497","mobile",76,2,"unidentified","not_converted","NJ","Olark Chat","Y","2024 Q2",12
"498","mobile",199,2,"unidentified","not_converted","TN","Olark Chat","Y","2023 Q1",0
"500","unidentified",412,1,"unidentified","not_converted","KS","Organic Search","N","2024 Q1",14
"501","unidentified",188,1,"unidentified","not_converted","CA","Welingak Website","N","2023 Q3",2
"502","unidentified",181,1,"unidentified","not_converted","FL","Google","N","2024 Q2",19
"503","unidentified",89,2,"unidentified","not_converted","SD","Direct Traffic","Y","2023 Q2",13
"504","mobile",106,4,"unidentified","not_converted","MA","Google","N","2023 Q4",13
"505","mobile",233,2,"unsuccessful","not_converted","TX","Direct Traffic","Y","2024 Q1",19
"506","mobile",240,1,"other_outcome","not_converted","CO","Google","N","2023 Q3",3
"507","mobile",158,1,"unsuccessful","not_converted","NJ","Olark Chat","Y","2024 Q1",7
"508","mobile",36,2,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q1",3
"510","mobile",107,1,"unidentified","not_converted","WV","Direct Traffic","N","2024 Q2",0
"511","mobile",723,1,"unidentified","not_converted","MO","Direct Traffic","Y","2024 Q1",0
"512","mobile",132,1,"unidentified","not_converted","VA","Google","N","2024 Q1",15
"513","unidentified",660,2,"unidentified","not_converted","AZ","Direct Traffic","N","2023 Q4",6
"514","unidentified",1199,2,"unidentified","not_converted","TN","Direct Traffic","N","2023 Q3",15
"515","mobile",130,1,"unsuccessful","converted","MT","Direct Traffic","N","2023 Q2",13
"516","mobile",419,5,"successful","not_converted","OK","Direct Traffic","N","2023 Q3",0
"517","mobile",366,3,"unidentified","converted","AZ","Direct Traffic","Y","2023 Q4",16
"518","mobile",19,11,"unidentified","not_converted","NV","Organic Search","N","2023 Q1",18
"519","unidentified",354,5,"unidentified","not_converted","TX","Organic Search","N","2023 Q2",9
"520","mobile",222,1,"unidentified","not_converted","GA","Direct Traffic","N","2024 Q1",0
"522","unidentified",457,5,"unidentified","not_converted","WV","Organic Search","N","2023 Q4",0
"523","unidentified",323,3,"unidentified","not_converted","MT","Google","Y","2024 Q1",3
"524","landline",179,4,"unidentified","not_converted","NY","Direct Traffic","N","2023 Q3",16
"525","mobile",143,2,"unidentified","not_converted","NH","Direct Traffic","Y","2023 Q4",19
"526","unidentified",177,3,"unidentified","not_converted","ND","Direct Traffic","Y","2023 Q3",1
"527","mobile",474,7,"unidentified","converted","KY","Google","N","2024 Q2",11
"528","mobile",89,1,"unidentified","not_converted","VT","Reference","Y","2023 Q2",0
"529","mobile",178,1,"unidentified","converted","AR","Direct Traffic","N","2024 Q1",5
"530","mobile",568,1,"unidentified","converted","LA","Olark Chat","N","2023 Q2",0
"531","mobile",642,3,"successful","converted","IA","Direct Traffic","N","2024 Q2",1
"533","mobile",421,6,"unidentified","not_converted","AZ","Olark Chat","Y","2023 Q4",0
"534","mobile",337,1,"unsuccessful","not_converted","RI","Google","N","2023 Q1",0
"535","mobile",267,1,"unidentified","not_converted","RI","Google","N","2023 Q2",1
"536","mobile",198,1,"successful","converted","NC","Google","Y","2024 Q2",2
"537","unidentified",180,1,"unidentified","not_converted","GA","Organic Search","Y","2024 Q1",14
"538","unidentified",273,1,"unidentified","not_converted","UT","Google","Y","2023 Q4",0
"539","unidentified",69,2,"unidentified","not_converted","TX","Google","N","2023 Q4",2
"540","unidentified",755,1,"unidentified","converted","DC","Direct Traffic","N","2023 Q4",20
"541","mobile",71,1,"unsuccessful","not_converted","TX","Direct Traffic","N","2023 Q4",17
"542","mobile",399,2,"unidentified","not_converted","TN","Google","N","2023 Q2",13
"543","mobile",36,3,"unidentified","not_converted","AK","Google","Y","2023 Q3",0
"544","mobile",80,3,"unidentified","not_converted","AK","Google","N","2024 Q2",13
"545","unidentified",95,1,"unidentified","converted","ME","Direct Traffic","N","2024 Q1",13
"546","mobile",259,3,"unidentified","not_converted","WA","Olark Chat","N","2023 Q1",3
"547","mobile",240,1,"unidentified","not_converted","MA","Direct Traffic","Y","2024 Q2",11
"548","unidentified",591,6,"unidentified","not_converted","WI","Direct Traffic","Y","2023 Q1",9
"549","mobile",240,3,"unidentified","not_converted","TX","Direct Traffic","N","2024 Q2",6
"550","mobile",199,1,"other_outcome","not_converted","ME","Google","N","2024 Q1",19
"551","mobile",847,5,"unidentified","not_converted","CA","Direct Traffic","N","2024 Q1",14
"552","mobile",86,1,"other_outcome","not_converted","TX","Google","Y","2023 Q3",4
"553","unidentified",11,5,"unidentified","not_converted","PA","Google","Y","2023 Q4",9
"554","mobile",166,1,"other_outcome","not_converted","OR","Google","N","2023 Q3",0
"555","mobile",136,1,"unsuccessful","not_converted","OH","Olark Chat","N","2024 Q2",7
"556","unidentified",84,3,"unidentified","not_converted","RI","Referral Sites","N","2024 Q1",0
"557","mobile",1462,2,"unsuccessful","not_converted","VA","Google","N","2023 Q4",14
"558","unidentified",153,1,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q2",10
"559","unidentified",200,2,"unidentified","not_converted","MS","Google","N","2024 Q1",0
"560","mobile",125,3,"unidentified","not_converted","DE","Google","Y","2024 Q1",0
